tip_name,nord,nfam,nspe,ngui,shan,simp,invs
Helianthemum_nummularium,3,21,37,14,2.1966751435020395,0.8468809073724007,6.530864197530865
Tilia_cordata,5,25,42,10,1.8889347825229268,0.776937618147448,4.483050847457627
Daphne_mezereum,2,2,2,2,1.0986122886681096,0.6666666666666667,3
Lythrum_salicaria,4,11,18,13,2.3087000953331707,0.86,7.142857142857143
Circaea_lutetiana,4,5,8,5,1.6094379124341003,0.76,4.166666666666666
Epilobium_alpestre,1,1,1,1,0.6931471805599453,0.5,2
Epilobium_angustifolium,5,12,25,15,2.4799555205445176,0.88671875,8.827586206896552
Nymphaea_alba,3,4,5,5,1.7478680974667573,0.8163265306122449,5.444444444444445
Oxalis_acetosella,2,2,2,3,1.3862943611198906,0.75,4
Chelidonium_majus,1,1,1,1,0.6931471805599453,0.5,2
Papaver_rhoeas,1,2,5,6,1.7480673485460894,0.78,4.545454545454545
Aconitum_vulparia,3,4,6,4,1.464816384890813,0.7407407407407407,3.857142857142857
Anemone_nemorosa,4,5,9,3,1.0888999753452238,0.5800000000000001,2.380952380952381
Caltha_palustris,4,9,18,10,2.11609425610897,0.848,6.578947368421053
Clematis_vitalba,5,10,21,7,1.6156181418478228,0.7231404958677686,3.6119402985074633
Consolida_regalis,2,3,6,5,1.5810937501718236,0.7407407407407407,3.857142857142857
Hepatica_nobilis,2,2,3,1,0.5623351446188083,0.375,1.6
Ranunculus_acris,4,5,29,7,1.709896547898892,0.7676767676767677,4.304347826086957
Ranunculus_bulbosus,3,4,10,5,1.540305825226517,0.7272727272727273,3.666666666666667
Ranunculus_platanifolius,2,2,2,1,0.6365141682948128,0.4444444444444444,1.7999999999999998
Agrimonia_eupatoria,2,5,8,4,1.4270610433807247,0.7160493827160495,3.5217391304347827
Filipendula_ulmaria,5,14,29,10,1.7868083399845722,0.71875,3.5555555555555554
Fragaria_vesca,4,9,13,5,1.4880360441781157,0.71875,3.5555555555555554
Potentilla_crantzii,1,2,2,2,1.0986122886681096,0.6666666666666667,3
Potentilla_reptans,3,7,13,7,1.8594288151492286,0.8088888888888889,5.232558139534883
Prunus_padus,4,21,43,15,2.3157057823649616,0.8525377229080933,6.781395348837209
Prunus_spinosa,5,40,160,18,2.021737637080423,0.7615152162632398,4.1931396390631
Rubus_caesius,4,14,26,7,1.700985381201304,0.7443519619500594,3.9116279069767437
Sorbus_aucuparia,6,37,93,21,2.2908263627884144,0.8186023861699537,5.512751677852349
Sedum_album,4,8,9,6,1.6681739719973967,0.7653061224489797,4.260869565217392
Sedum_sexangulare,0,0,0,0,0,0,1
Saxifraga_aizoides,3,3,3,4,1.5607104090414063,0.7777777777777778,4.5
Saxifraga_caesia,1,1,1,2,1.0986122886681096,0.6666666666666667,3
Saxifraga_rotundifolia,2,2,2,2,1.0986122886681096,0.6666666666666667,3
Saxifraga_stellaris,0,0,0,0,0,0,1
Calystegia_sepium,2,5,6,6,1.8343719702816237,0.82,5.5555555555555545
Convolvulus_arvensis,3,9,12,10,2.2086392785133713,0.8733459357277883,7.895522388059702
Solanum_dulcamara,5,7,12,11,2.2899515160332604,0.875,8
